,,,0.001030961,-0.001678783,0.000647842,1&2,1&3,2&3,,,,
0.021542,-0.051207,0.029665,0.020511039,-0.049528217,0.029017158,-0.001015875,0.000595172,-0.001437168,,,,
-0.059358,0.062219,-0.0028618,-0.060388961,0.063897783,-0.003509642,-0.003858721,0.000211944,-0.000224258,,,,
-0.052598,0.023467,0.02913,-0.053628961,0.025145783,0.028482158,-0.001348542,-0.001527469,0.000716206,,,,
-0.091294,0.12133,-0.030037,-0.092324961,0.123008783,-0.030684842,-0.011356781,0.002832977,-0.003774505,,,,
-0.026174,0.010625,0.015549,-0.027204961,0.012303783,0.014901158,-0.000334724,-0.000405385,0.000183341,,,,
-0.045876,-0.141,0.18687,-0.046906961,-0.139321217,0.186222158,0.006535135,-0.008735115,-0.025944698,,,,
0.05242,0.14731,-0.19973,0.051389039,0.148988783,-0.200377842,0.00765639,-0.010297225,-0.029854051,,,,
0.31796,-0.038499,-0.27946,0.316929039,-0.036820217,-0.280107842,-0.011669396,-0.088774309,0.010313631,,,,
0.1497,-0.14111,-0.0085877,0.148669039,-0.139431217,-0.009235542,-0.020729105,-0.001373039,0.001287723,,,,
-0.12193,0.033882,0.088046,-0.122960961,0.035560783,0.087398158,-0.004372588,-0.010746561,0.003107947,,,,
-0.048959,0.065474,-0.016514,-0.049989961,0.067152783,-0.017161842,-0.003356965,0.00085792,-0.001152465,,,,
-0.017354,-0.15428,0.17164,-0.018384961,-0.152601217,0.170992158,0.002805567,-0.003143684,-0.026093611,,,,
0.050867,-0.0086853,-0.042182,0.049836039,-0.007006517,-0.042829842,-0.000349177,-0.00213447,0.000300088,,,,
0.043811,-0.031863,-0.011948,0.042780039,-0.030184217,-0.012595842,-0.001291282,-0.000538851,0.000380196,,,,
0.12153,0.039999,-0.16153,0.120499039,0.041677783,-0.162177842,0.005022133,-0.019542274,-0.006759213,,,,
0.017081,-0.13973,0.12265,0.016050039,-0.138051217,0.122002158,-0.002215727,0.001958139,-0.016842546,,,,
0.049278,-0.0046826,-0.044596,0.048247039,-0.003003817,-0.045243842,-0.000144925,-0.002182881,0.000135904,,,,
-0.19902,-0.033165,0.23219,-0.200050961,-0.031486217,0.231542158,0.006298848,-0.046320231,-0.007290387,,,,
-0.15368,0.14029,0.013388,-0.154710961,0.141968783,0.012740158,-0.021964127,-0.001971042,0.001808705,,,,
0.13579,0.035088,-0.17088,0.134759039,0.036766783,-0.171527842,0.004954656,-0.023114927,-0.006306527,,,,
-0.21834,0.10599,0.11235,-0.219370961,0.107668783,0.111702158,-0.023619404,-0.02450421,0.012026835,,,,
-0.062898,-0.043645,0.10654,-0.063928961,-0.041966217,0.105892158,0.002682857,-0.006769576,-0.004443893,,,,
0.011742,0.10429,-0.11603,0.010711039,0.105968783,-0.116677842,0.001135036,-0.001249741,-0.012364209,,,,
0.062746,-0.081256,0.01851,0.061715039,-0.079577217,0.017862158,-0.004911111,0.001102364,-0.001421421,,,,
0.083137,-0.10997,0.026838,0.082106039,-0.108291217,0.026190158,-0.008891363,0.00215037,-0.002836164,,,,
0.02519,0.0046949,-0.029885,0.024159039,0.006373683,-0.030532842,0.000153982,-0.000737644,-0.000194607,,,,
-0.099533,-0.11079,0.21032,-0.100563961,-0.109111217,0.209672158,0.010972656,-0.021085463,-0.022877584,,,,
-0.059602,0.04931,0.010292,-0.060632961,0.050988783,0.009644158,-0.003091601,-0.000584754,0.000491744,,,,
0.077718,-0.10199,0.024268,0.076687039,-0.100311217,0.023620158,-0.00769257,0.00181136,-0.002369367,,,,
-0.076416,0.01706,0.059355,-0.077446961,0.018738783,0.058707158,-0.001451262,-0.004546691,0.001100101,,,,
-0.0065619,0.078658,-0.072096,-0.007592861,0.080336783,-0.072743842,-0.000609986,0.000552334,-0.005844006,,,,
0.11193,-0.048619,-0.063312,0.110899039,-0.046940217,-0.063959842,-0.005205625,-0.007093085,0.003002289,,,,
0.0054764,-0.049136,0.043659,0.004445439,-0.047457217,0.043011158,-0.000210968,0.000191203,-0.00204119,,,,
0.01738,0.022731,-0.040111,0.016349039,0.024409783,-0.040758842,0.000399077,-0.000666368,-0.000994914,,,,
0.018337,0.087714,-0.10605,0.017306039,0.089392783,-0.106697842,0.001547035,-0.001846517,-0.009538017,,,,
0.15087,-0.048728,-0.10214,0.149839039,-0.047049217,-0.102787842,-0.007049809,-0.015401632,0.004836087,,,,
-0.048196,0.041805,0.0063915,-0.049226961,0.043483783,0.005743658,-0.002140574,-0.000282743,0.000249756,,,,
0.096023,-0.019855,-0.076168,0.094992039,-0.018176217,-0.076815842,-0.001726596,-0.007296893,0.001396221,,,,
0.027129,0.10852,-0.13565,0.026098039,0.110198783,-0.136297842,0.002875972,-0.003557106,-0.015019856,,,,
0.45345,-0.46179,0.008333,0.452419039,-0.460111217,0.007685158,-0.208163075,0.003476912,-0.003536027,,,,
0.012447,-0.039279,0.026833,0.011416039,-0.037600217,0.026185158,-0.000429246,0.000298931,-0.000984568,,,,
0.13343,-0.055662,-0.077765,0.132399039,-0.053983217,-0.078412842,-0.007147326,-0.010381785,0.004232977,,,,
-0.058281,0.15371,-0.09543,-0.059311961,0.155388783,-0.096077842,-0.009216413,0.005698565,-0.014929419,,,,
0.10081,0.012574,-0.11339,0.099779039,0.014252783,-0.114037842,0.001422129,-0.011378586,-0.001625357,,,,
-0.0072334,0.032909,-0.025675,-0.008264361,0.034587783,-0.026322842,-0.000285846,0.000217541,-0.000910449,,,,
0.097709,-0.13034,0.032627,0.096678039,-0.128661217,0.031979158,-0.012438714,0.003091682,-0.004114477,,,,
0.073549,-0.10441,0.030863,0.072518039,-0.102731217,0.030215158,-0.007449866,0.002191144,-0.00310404,,,,
0.034553,-0.12159,0.087035,0.033522039,-0.119911217,0.086387158,-0.004019669,0.002895874,-0.010358789,,,,
-0.00020043,-0.010432,0.010632,-0.001231391,-0.008753217,0.009984158,1.08E-05,-1.23E-05,-8.74E-05,,,,
-0.088858,0.035918,0.05294,-0.089888961,0.037596783,0.052292158,-0.003379536,-0.004700488,0.001966017,,,,
0.035416,0.0024729,-0.037889,0.034385039,0.004151683,-0.038536842,0.000142756,-0.001325091,-0.000159993,,,,
-0.023931,0.087915,-0.063984,-0.024961961,0.089593783,-0.064631842,-0.002236436,0.001613337,-0.005790611,,,,
0.12644,-0.13407,0.0076287,0.125409039,-0.132391217,0.006980858,-0.016603055,0.000875463,-0.000924204,,,,
0.036471,-0.016634,-0.019837,0.035440039,-0.014955217,-0.020484842,-0.000530013,-0.000725984,0.000306355,,,,
-0.01123,0.028542,-0.017311,-0.012260961,0.030220783,-0.017958842,-0.000370536,0.000220193,-0.00054273,,,,
0.14537,-0.040078,-0.10529,0.144339039,-0.038399217,-0.105937842,-0.005542506,-0.015290966,0.00406793,,,,
0.048522,-0.049323,0.00080117,0.047491039,-0.047644217,0.000153328,-0.002262673,7.28E-06,-7.31E-06,,,,
-0.13885,0.10864,0.030208,-0.139880961,0.110318783,0.029560158,-0.015431497,-0.004134903,0.003261041,,,,
0.00040252,-0.063113,0.062711,-0.000628441,-0.061434217,0.062063158,3.86E-05,-3.90E-05,-0.003812802,,,,
-0.10889,0.37968,-0.27079,-0.109920961,0.381358783,-0.271437842,-0.041919324,0.029836708,-0.103515205,,,,
-0.067962,0.050713,0.017249,-0.068992961,0.052391783,0.016601158,-0.003614664,-0.001145363,0.000869764,,,,
-0.11176,-0.025454,0.13722,-0.112790961,-0.023775217,0.136572158,0.00268163,-0.015404105,-0.003247033,,,,
0.084382,-0.084616,0.00023333,0.083351039,-0.082937217,-0.000414512,-0.006912903,-3.46E-05,3.44E-05,,,,
0.065294,-0.018667,-0.046627,0.064263039,-0.016988217,-0.047274842,-0.001091714,-0.003038025,0.000803115,,,,
0.070831,-0.0073836,-0.063448,0.069800039,-0.005704817,-0.064095842,-0.000398196,-0.004473892,0.000365655,,,,
-0.072444,0.024576,0.047868,-0.073474961,0.026254783,0.047220158,-0.001929069,-0.003469499,0.001239755,,,,
-0.19984,0.023749,0.17609,-0.200870961,0.025427783,0.175442158,-0.005107703,-0.035241235,0.004461105,,,,
0.031691,0.017879,-0.04957,0.030660039,0.019557783,-0.050217842,0.000599642,-0.001539681,-0.00098215,,,,
-0.053456,0.0020457,0.05141,-0.054486961,0.003724483,0.050762158,-0.000202936,-0.002765876,0.000189063,,,,
-0.14266,0.12435,0.018303,-0.143690961,0.126028783,0.017655158,-0.018109197,-0.002536887,0.002225058,,,,
0.043615,-0.077141,0.033525,0.042584039,-0.075462217,0.032877158,-0.003213486,0.001400042,-0.002480983,,,,
-0.10744,0.064995,0.042446,-0.108470961,0.066673783,0.041798158,-0.007232169,-0.004533886,0.002786841,,,,
0.071154,-0.053676,-0.017478,0.070123039,-0.051997217,-0.018125842,-0.003646203,-0.001271039,0.000942493,,,,
0.050587,-0.022833,-0.027754,0.049556039,-0.021154217,-0.028401842,-0.001048319,-0.001407483,0.000600819,,,,
-0.0042209,0.049178,-0.044957,-0.005251861,0.050856783,-0.045604842,-0.000267093,0.00023951,-0.002319316,,,,
0.03196,-0.099324,0.067364,0.030929039,-0.097645217,0.066716158,-0.003020073,0.002063467,-0.006514514,,,,
-0.056234,0.039257,0.016977,-0.057264961,0.040935783,0.016329158,-0.002344186,-0.000935089,0.000668447,,,,
0.050825,-0.02516,-0.025664,0.049794039,-0.023481217,-0.026311842,-0.001169225,-0.001310173,0.000617834,,,,
0.15735,-0.11211,-0.045239,0.156319039,-0.110431217,-0.045886842,-0.017262502,-0.007172987,0.00506734,,,,
0.1665,-0.023685,-0.14281,0.165469039,-0.022006217,-0.143457842,-0.003641348,-0.023737831,0.003156964,,,,
-0.25658,0.09596,0.16062,-0.257610961,0.097638783,0.159972158,-0.025152821,-0.041210581,0.015619487,,,,
-0.0060769,0.025199,-0.019122,-0.007107861,0.026877783,-0.019769842,-0.000191044,0.000140521,-0.00053137,,,,
0.063284,-0.17505,0.11177,0.062253039,-0.173371217,0.111122158,-0.010792885,0.006917692,-0.019265384,,,,
0.10367,-0.18272,0.079044,0.102639039,-0.181041217,0.078396158,-0.018581897,0.008046506,-0.014192936,,,,
0.021196,0.084086,-0.10528,0.020165039,0.085764783,-0.105927842,0.00172945,-0.002136039,-0.009084878,,,,
-0.02172,-0.082813,0.10453,-0.022750961,-0.081134217,0.103882158,0.001845881,-0.002363419,-0.008428398,,,,
0.0093117,-0.078718,0.069406,0.008280739,-0.077039217,0.068758158,-0.000637942,0.000569368,-0.005297075,,,,
0.022025,-0.055941,0.033915,0.020994039,-0.054262217,0.033267158,-0.001139183,0.000698412,-0.00180515,,,,
0.030127,-0.037566,0.0074396,0.029096039,-0.035887217,0.006791758,-0.001044176,0.000197613,-0.000243737,,,,
-0.069391,0.023085,0.046306,-0.070421961,0.024763783,0.045658158,-0.001743914,-0.003215337,0.001130669,,,,
-0.062323,0.063001,-0.00067847,-0.063353961,0.064679783,-0.001326312,-0.00409772,8.40E-05,-8.58E-05,,,,
0.080032,-0.16181,0.081777,0.079001039,-0.160131217,0.081129158,-0.012650533,0.006409288,-0.012991311,,,,
0.042373,-0.14814,0.10576,0.041342039,-0.146461217,0.105112158,-0.006055005,0.004345551,-0.015394855,,,,
-0.078882,0.094955,-0.016072,-0.079912961,0.096633783,-0.016719842,-0.007722292,0.001336132,-0.001615702,,,,
-0.12226,0.0033048,0.11895,-0.123290961,0.004983583,0.118302158,-0.000614431,-0.014585587,0.000589569,,,,
-0.013197,-0.11825,0.13144,-0.014227961,-0.116571217,0.130792158,0.001658571,-0.001860906,-0.015246601,,,,
-0.050123,-0.026778,0.076902,-0.051153961,-0.025099217,0.076254158,0.001283924,-0.003900702,-0.00191392,,,,
0.019209,0.0085146,-0.027723,0.018178039,0.010193383,-0.028370842,0.000185296,-0.000515726,-0.000289195,,,,
-0.090765,0.011925,0.07884,-0.091795961,0.013603783,0.078192158,-0.001248772,-0.007177724,0.001063709,,,,
-0.028172,-0.010567,0.038739,-0.029202961,-0.008888217,0.038091158,0.000259562,-0.001112375,-0.000338562,,,,
0.021334,-0.049287,0.027953,0.020303039,-0.047608217,0.027305158,-0.000966592,0.000554378,-0.00129995,,,,
0.05489,0.048122,-0.10301,0.053859039,0.049800783,-0.103657842,0.002682222,-0.005582912,-0.005162242,,,,
-0.050287,-0.067858,0.11814,-0.051317961,-0.066179217,0.117492158,0.003396182,-0.006029458,-0.007775539,,,,
0.011361,0.069517,-0.080878,0.010330039,0.071195783,-0.081525842,0.000735455,-0.000842165,-0.005804296,,,,
-0.13207,0.071217,0.060853,-0.133100961,0.072895783,0.060205158,-0.009702499,-0.008013364,0.004388702,,,,
0.007553,-0.15049,0.14294,0.006522039,-0.148811217,0.142292158,-0.000970553,0.000928035,-0.021174669,,,,
-0.0069754,0.0086962,-0.0017208,-0.008006361,0.010374983,-0.002368642,-8.31E-05,1.90E-05,-2.46E-05,,,,
0.029909,-0.099862,0.069953,0.028878039,-0.098183217,0.069305158,-0.002835339,0.002001397,-0.006804603,,,,
0.062051,0.082885,-0.14494,0.061020039,0.084563783,-0.145587842,0.005160085,-0.008883776,-0.012311459,,,,
-0.075774,0.089368,-0.013593,-0.076804961,0.091046783,-0.014240842,-0.006992845,0.001093767,-0.001296583,,,,
-0.05875,0.022612,0.036138,-0.059780961,0.024290783,0.035490158,-0.001452126,-0.002121636,0.000862084,,,,
-0.10092,0.014247,0.086669,-0.101950961,0.015925783,0.086021158,-0.001623649,-0.00876994,0.001369954,,,,
0.0016441,-0.15393,0.15229,0.000613139,-0.152251217,0.151642158,-9.34E-05,9.30E-05,-0.023087703,,,,
-0.023212,-0.14181,0.16503,-0.024242961,-0.140131217,0.164382158,0.003397196,-0.00398511,-0.023035072,,,,
0.14271,0.062057,-0.20477,0.141679039,0.063735783,-0.205417842,0.009030025,-0.029103403,-0.013092467,,,,
-0.10003,0.078801,0.021226,-0.101060961,0.080479783,0.020578158,-0.008133364,-0.002079648,0.001656126,,,,
0.034881,0.11244,-0.14732,0.033850039,0.114118783,-0.147967842,0.003862925,-0.005008717,-0.01688591,,,,
-0.093275,0.055097,0.038178,-0.094305961,0.056775783,0.037530158,-0.005354295,-0.003539318,0.002130804,,,,
0.0943,-0.077881,-0.016419,0.093269039,-0.076202217,-0.017066842,-0.007107308,-0.001591808,0.001300531,,,,
0.054689,-0.10553,0.05084,0.053658039,-0.103851217,0.050192158,-0.005572453,0.002693213,-0.005212517,,,,
-0.031252,0.0042957,0.026956,-0.032282961,0.005974483,0.026308158,-0.000192874,-0.000849305,0.000157178,,,,
0.1253,-0.065469,-0.05983,0.124269039,-0.063790217,-0.060477842,-0.007927149,-0.007515523,0.003857895,,,,
0.066797,0.019551,-0.086348,0.065766039,0.021229783,-0.086995842,0.001396199,-0.005721372,-0.001846903,,,,
0.072366,0.012404,-0.08477,0.071335039,0.014082783,-0.085417842,0.001004596,-0.006093285,-0.001202921,,,,
0.012305,-0.15679,0.14449,0.011274039,-0.155111217,0.143842158,-0.00174873,0.001621682,-0.022311532,,,,
-0.078027,-0.047008,0.12503,-0.079057961,-0.045329217,0.124382158,0.003583635,-0.0098334,-0.005638146,,,,
-0.0074932,0.24173,-0.23424,-0.008524161,0.243408783,-0.234887842,-0.002074856,0.002002222,-0.057173764,,,,
0.027628,-0.045925,0.018296,0.026597039,-0.044246217,0.017648158,-0.001176818,0.000469389,-0.000780864,,,,
-0.17748,0.12554,0.051937,-0.178510961,0.127218783,0.051289158,-0.022709947,-0.009155677,0.006524944,,,,
0.059403,-0.013904,-0.045499,0.058372039,-0.012225217,-0.046146842,-0.000713611,-0.002693685,0.000564155,,,,
0.17684,-0.21228,0.035433,0.175809039,-0.210601217,0.034785158,-0.037025598,0.006115545,-0.007325797,,,,
-0.086213,0.011117,0.075096,-0.087243961,0.012795783,0.074448158,-0.001116355,-0.006495152,0.000952622,,,,
0.14209,-0.070674,-0.071412,0.141059039,-0.068995217,-0.072059842,-0.009732399,-0.010164692,0.004971784,,,,
-0.14421,-0.083772,0.22799,-0.145240961,-0.082093217,0.227342158,0.011923298,-0.033019393,-0.018663249,,,,
0.14437,-0.16748,0.023108,0.143339039,-0.165801217,0.022460158,-0.023765787,0.003219417,-0.003723922,,,,
-0.16449,0.034186,0.13031,-0.165520961,0.035864783,0.129662158,-0.005936373,-0.021461805,0.004650305,,,,
0.1003,-0.073115,-0.027184,0.099269039,-0.071436217,-0.027831842,-0.007091405,-0.00276284,0.001988202,,,,
0.14116,-0.054121,-0.087038,0.140129039,-0.052442217,-0.087685842,-0.007348677,-0.012287333,0.00459844,,,,
0.0023455,-0.034218,0.031873,0.001314539,-0.032539217,0.031225158,-4.28E-05,4.10E-05,-0.001016042,,,,
0.15062,0.11124,-0.26186,0.149589039,0.112918783,-0.262507842,0.016891412,-0.039268296,-0.029642066,,,,
0.04638,0.087036,-0.13342,0.045349039,0.088714783,-0.134067842,0.00402313,-0.006079848,-0.0118938,,,,
-0.017858,-0.070336,0.088194,-0.018888961,-0.068657217,0.087546158,0.001296863,-0.001653656,-0.006010676,,,,
0.076157,0.049769,-0.12593,0.075126039,0.051447783,-0.126577842,0.003865068,-0.009509292,-0.006512149,,,,
-0.030948,-0.015241,0.046189,-0.031978961,-0.013562217,0.045541158,0.000433706,-0.001456359,-0.000617639,,,,
0.040491,-0.063102,0.02261,0.039460039,-0.061423217,0.021962158,-0.002423763,0.000866628,-0.001348986,,,,
0.043591,-0.0025355,-0.041055,0.042560039,-0.000856717,-0.041702842,-3.65E-05,-0.001774875,3.57E-05,,,,
-0.042939,0.038195,0.0047441,-0.043969961,0.039873783,0.004096258,-0.001753249,-0.000180112,0.000163333,,,,
0.059498,-0.073295,0.013797,0.058467039,-0.071616217,0.013149158,-0.004187188,0.000768792,-0.000941693,,,,
0.071179,0.0033171,-0.074496,0.070148039,0.004995883,-0.075143842,0.000350451,-0.005271193,-0.00037541,,,,
0.070537,0.077315,-0.14785,0.069506039,0.078993783,-0.148497842,0.005490545,-0.010321497,-0.011730406,,,,
-0.056889,-0.022561,0.07945,-0.057919961,-0.020882217,0.078802158,0.001209497,-0.004564218,-0.001645564,,,,
0.028951,0.0081908,-0.037142,0.027920039,0.009869583,-0.037789842,0.000275559,-0.001055094,-0.00037297,,,,
-0.0050726,0.0036711,0.0014015,-0.006103561,0.005349883,0.000753658,-3.27E-05,-4.60E-06,4.03E-06,,,,
0.063357,0.095561,-0.15892,0.062326039,0.097239783,-0.159567842,0.006060571,-0.009945232,-0.015516342,,,,
0.067261,0.10191,-0.16917,0.066230039,0.103588783,-0.169817842,0.006860689,-0.011247042,-0.017591224,,,,
-0.052979,-0.03273,0.085709,-0.054009961,-0.031051217,0.085061158,0.001677075,-0.00459415,-0.002641252,,,,
-0.028416,0.029565,-0.0011497,-0.029446961,0.031243783,-0.001797542,-0.000920034,5.29E-05,-5.62E-05,,,,
-0.024323,-0.032929,0.057252,-0.025353961,-0.031250217,0.056604158,0.000792317,-0.00143514,-0.001768892,,,,
0.048754,-0.020041,-0.028713,0.047723039,-0.018362217,-0.029360842,-0.000876301,-0.001401189,0.00053913,,,,
0.060358,-0.10484,0.044479,0.059327039,-0.103161217,0.043831158,-0.00612025,0.002600373,-0.004521676,,,,
0.085867,-0.11007,0.024203,0.084836039,-0.108391217,0.023555158,-0.009195482,0.001998326,-0.002553172,,,,
-0.047333,0.045349,0.0019844,-0.048363961,0.047027783,0.001336558,-0.00227445,-6.46E-05,6.29E-05,,,,
-0.065422,0.093135,-0.027713,-0.066452961,0.094813783,-0.028360842,-0.006300657,0.001884662,-0.002688999,,,,
-0.0097777,-0.0052216,0.014999,-0.010808661,-0.003542817,0.014351158,3.83E-05,-0.000155117,-5.08E-05,,,,
0.085496,-0.18905,0.10355,0.084465039,-0.187371217,0.102902158,-0.015826317,0.008691635,-0.019280903,,,,
0.12621,-0.1175,-0.0087006,0.125179039,-0.115821217,-0.009348442,-0.014498389,-0.001170229,0.001082748,,,,
-0.063625,-0.04523,0.10886,-0.064655961,-0.043551217,0.108212158,0.002815846,-0.006996561,-0.004712771,,,,
-0.044224,-0.013345,0.057569,-0.045254961,-0.011666217,0.056921158,0.000527954,-0.002575965,-0.000664055,,,,
-0.092339,-0.032776,0.12511,-0.093369961,-0.031097217,0.124462158,0.002903546,-0.011621027,-0.003870427,,,,
0.1522,-0.09408,-0.058119,0.151169039,-0.092401217,-0.058766842,-0.013968203,-0.008883727,0.005430128,,,,
-0.083519,-0.031318,0.11484,-0.084549961,-0.029639217,0.114192158,0.002505995,-0.009654942,-0.003384566,,,,
-0.019436,-0.027237,0.046673,-0.020466961,-0.025558217,0.046025158,0.000523099,-0.000941995,-0.001176321,,,,
0.10819,-0.022897,-0.08529,0.107159039,-0.021218217,-0.085937842,-0.002273724,-0.009209017,0.001823448,,,,
-0.076757,-0.024038,0.1008,-0.077787961,-0.022359217,0.100152158,0.001739278,-0.007790632,-0.002239324,,,,
-0.056914,-0.083352,0.14027,-0.057944961,-0.081673217,0.139622158,0.004732551,-0.0080904,-0.011403391,,,,
-0.089955,0.085808,0.0041472,-0.090985961,0.087486783,0.003499358,-0.007960069,-0.000318392,0.000306148,,,,
-0.082645,0.13703,-0.054387,-0.083675961,0.138708783,-0.055034842,-0.011606591,0.004605093,-0.007633816,,,,
-0.16288,0.098591,0.064288,-0.163910961,0.100269783,0.063640158,-0.016435316,-0.010431319,0.006381185,,,,
0.053238,-0.083928,0.03069,0.052207039,-0.082249217,0.030042158,-0.004293988,0.001568412,-0.002470944,,,,
-0.13275,0.13735,-0.0046034,-0.133780961,0.139028783,-0.005251242,-0.018599404,0.000702516,-0.000730074,,,,
-0.0040276,0.018785,-0.014757,-0.005058561,0.020463783,-0.015404842,-0.000103517,7.79E-05,-0.000315241,,,,
0.15229,-0.18456,0.032265,0.151259039,-0.182881217,0.031617158,-0.027662437,0.004782381,-0.005782184,,,,
-0.15445,0.042607,0.11184,-0.155480961,0.044285783,0.111192158,-0.006885596,-0.017288264,0.004924232,,,,
-0.074409,0.046493,0.027916,-0.075439961,0.048171783,0.027268158,-0.003634077,-0.002057109,0.001313556,,,,
-0.0075317,0.15211,-0.14458,-0.008562661,0.153788783,-0.145227842,-0.001316841,0.001243537,-0.022334413,,,,
-0.035714,-0.038498,0.074212,-0.036744961,-0.036819217,0.073564158,0.001352921,-0.002703112,-0.002708575,,,,
-0.15814,0.12618,0.031956,-0.159170961,0.127858783,0.031308158,-0.020351405,-0.00498335,0.004003023,,,,
-0.041819,0.068129,-0.02631,-0.042849961,0.069807783,-0.026957842,-0.002991261,0.001155142,-0.001881867,,,,
-0.011491,0.0066115,0.0048796,-0.012521961,0.008290283,0.004231758,-0.000103811,-5.30E-05,3.51E-05,,,,
-0.026638,-0.0156,0.042238,-0.027668961,-0.013921217,0.041590158,0.000385186,-0.001150756,-0.000578986,,,,
-0.046191,0.057329,-0.011138,-0.047221961,0.059007783,-0.011785842,-0.002786463,0.000556551,-0.000695456,,,,
0.012421,0.028082,-0.040502,0.011390039,0.029760783,-0.041149842,0.000338976,-0.000468698,-0.001224652,,,,
0.031147,-0.0089587,-0.022188,0.030116039,-0.007279917,-0.022835842,-0.000219242,-0.000687725,0.000166243,,,,
0.20166,0.01029,-0.21195,0.200629039,0.011968783,-0.212597842,0.002401285,-0.042653301,-0.002544537,,,,
-0.08624,0.25032,-0.16408,-0.087270961,0.251998783,-0.164727842,-0.021992176,0.014375957,-0.041511216,,,,
0.084004,-0.16275,0.078742,0.082973039,-0.161071217,0.078094158,-0.013364568,0.00647971,-0.012578721,,,,
0.11202,0.027265,-0.13929,0.110989039,0.028943783,-0.139937842,0.003212443,-0.015531567,-0.004050331,,,,
-0.02807,0.14691,-0.11884,-0.029100961,0.148588783,-0.119487842,-0.004324076,0.003477211,-0.017754553,,,,
-0.073511,0.32002,-0.24651,-0.074541961,0.321698783,-0.247157842,-0.023980058,0.01842363,-0.079510377,,,,
0.070059,-0.12613,0.056069,0.069028039,-0.124451217,0.055421158,-0.008590624,0.003825614,-0.006897231,,,,
0.013006,0.043433,-0.056439,0.011975039,0.045111783,-0.057086842,0.000540215,-0.000683617,-0.002575289,,,,
0.042398,-0.16524,0.12284,0.041367039,-0.163561217,0.122192158,-0.006766043,0.005054728,-0.019985898,,,,
0.015769,0.079294,-0.095062,0.014738039,0.080972783,-0.095709842,0.00119338,-0.001410575,-0.007749892,,,,
-0.03534,0.081662,-0.046322,-0.036370961,0.083340783,-0.046969842,-0.003031184,0.001708338,-0.003914503,,,,
0.041556,-0.03016,-0.011397,0.040525039,-0.028481217,-0.012044842,-0.001154202,-0.000488118,0.000343052,,,,
0.061886,-0.057177,-0.0047083,0.060855039,-0.055498217,-0.005356142,-0.003377346,-0.000325948,0.000297256,,,,
0.039729,0.2107,-0.25042,0.038698039,0.212378783,-0.251067842,0.008218643,-0.009715833,-0.053321483,,,,
0.037057,0.013795,-0.050852,0.036026039,0.015473783,-0.051499842,0.000557459,-0.001855335,-0.000796897,,,,
0.046708,0.05636,-0.10307,0.045677039,0.058038783,-0.103717842,0.00265104,-0.004737524,-0.006019657,,,,
-0.013677,-0.036397,0.050075,-0.014707961,-0.034718217,0.049427158,0.000510634,-0.000726973,-0.001716023,,,,
-0.11576,0.053084,0.062679,-0.116790961,0.054762783,0.062031158,-0.006395798,-0.007244679,0.003396999,,,,
0.021207,0.074246,-0.095453,0.020176039,0.075924783,-0.096100842,0.001531861,-0.001938934,-0.007296436,,,,
0.057456,0.0346,-0.092056,0.056425039,0.036278783,-0.092703842,0.002047032,-0.005230818,-0.003363183,,,,
-0.013876,-0.01944,0.033316,-0.014906961,-0.017761217,0.032668158,0.000264766,-0.000486983,-0.000580226,,,,
0.024233,-0.060555,0.036322,0.023202039,-0.058876217,0.035674158,-0.001366048,0.000827713,-0.002100359,,,,
-0.10246,0.026609,0.075856,-0.103490961,0.028287783,0.075208158,-0.00292753,-0.007783365,0.002127472,,,,
-0.040653,0.06004,-0.019387,-0.041683961,0.061718783,-0.020034842,-0.002572683,0.000835132,-0.001236526,,,,
0.013208,-0.068092,0.054884,0.012177039,-0.066413217,0.054236158,-0.000808716,0.000660436,-0.003601998,,,,
-0.0066484,0.0047775,0.0018709,-0.007679361,0.006456283,0.001223058,-4.96E-05,-9.39E-06,7.90E-06,,,,
0.051454,-0.17486,0.12341,0.050423039,-0.173181217,0.122762158,-0.008732323,0.006190041,-0.0212601,,,,
0.097494,-0.0085386,-0.088956,0.096463039,-0.006859817,-0.089603842,-0.000661719,-0.008643459,0.000614666,,,,
0.0074083,-0.050124,0.042716,0.006377339,-0.048445217,0.042068158,-0.000308952,0.000268283,-0.002038001,,,,
-0.042654,0.07094,-0.028286,-0.043684961,0.072618783,-0.028933842,-0.003172349,0.001263974,-0.00210114,,,,
-0.2077,-0.043306,0.25101,-0.208730961,-0.041627217,0.250362158,0.008688889,-0.052258334,-0.01042188,,,,
-0.1092,0.054939,0.054259,-0.110230961,0.056617783,0.053611158,-0.006241033,-0.005909609,0.003035345,,,,
0.032185,-0.05499,0.022805,0.031154039,-0.053311217,0.022157158,-0.00166086,0.000690285,-0.001181225,,,,
0.0014163,-0.17865,0.17723,0.000385339,-0.176971217,0.176582158,-6.82E-05,6.80E-05,-0.031249959,,,,
0.062097,0.022727,-0.084824,0.061066039,0.024405783,-0.085471842,0.001490365,-0.005219427,-0.002086007,,,,
-0.045111,-0.044973,0.090083,-0.046141961,-0.043294217,0.089435158,0.00199768,-0.004126714,-0.003872025,,,,
-0.0050461,0.025334,-0.020288,-0.006077061,0.027012783,-0.020935842,-0.000164158,0.000127228,-0.000565535,,,,
0.04622,-0.091058,0.044839,0.045189039,-0.089379217,0.044191158,-0.004038961,0.001996956,-0.003949771,,,,
