,,,0.001030961,-0.001678783,0.000647842,1&2,1&3,2&3,,,,
0.015335,0.052964,-0.068299,0.014304039,0.054642783,-0.068946842,0.000781613,-0.000986218,-0.003767447,,,,
-0.015768,0.033368,-0.0176,-0.016798961,0.035046783,-0.018247842,-0.00058875,0.000306545,-0.000639528,,,,
-0.053335,-0.029323,0.082659,-0.054365961,-0.027644217,0.082011158,0.001502904,-0.004458615,-0.002267134,,,,
0.0099176,0.043833,-0.05375,0.008886639,0.045511783,-0.054397842,0.000404447,-0.000483414,-0.002475743,,,,
-0.050647,0.041595,0.0090515,-0.051677961,0.043273783,0.008403658,-0.002236301,-0.000434284,0.000363658,,,,
0.0048871,-0.016383,0.011496,0.003856139,-0.014704217,0.010848158,-5.67E-05,4.18E-05,-0.000159514,,,,
0.091178,0.0039446,-0.095123,0.090147039,0.005623383,-0.095770842,0.000506931,-0.008633458,-0.000538556,,,,
0.000015311,0.016589,-0.016604,-0.00101565,0.018267783,-0.017251842,-1.86E-05,1.75E-05,-0.000315153,,,,
0.044215,-0.15148,0.10726,0.043184039,-0.149801217,0.106612158,-0.006469022,0.004603944,-0.015970631,,,,
0.0049377,-0.010163,0.0052256,0.003906739,-0.008484217,0.004577758,-3.31E-05,1.79E-05,-3.88E-05,,,,
-0.11916,-0.14497,0.26413,-0.120190961,-0.143291217,0.263482158,0.017222309,-0.031668174,-0.037754679,,,,
-0.1055,-0.063749,0.16925,-0.106530961,-0.062070217,0.168602158,0.0066124,-0.01796135,-0.010465173,,,,
-0.045596,0.1074,-0.0618,-0.046626961,0.109078783,-0.062447842,-0.005086012,0.002911753,-0.006811735,,,,
0.010717,0.054592,-0.065309,0.009686039,0.056270783,-0.065956842,0.000545041,-0.000638861,-0.003711443,,,,
-0.0024396,0.0047567,-0.002317,-0.003470561,0.006435483,-0.002964842,-2.23E-05,1.03E-05,-1.91E-05,,,,
0.0019148,0.071307,-0.073222,0.000883839,0.072985783,-0.073869842,6.45E-05,-6.53E-05,-0.005391448,,,,
0.069693,-0.033861,-0.035832,0.068662039,-0.032182217,-0.036479842,-0.002209697,-0.00250478,0.001174002,,,,
-0.10804,-0.029622,0.13766,-0.109070961,-0.027943217,0.137012158,0.003047794,-0.014944048,-0.00382856,,,,
0.054636,-0.0093417,-0.045295,0.053605039,-0.007662917,-0.045942842,-0.000410771,-0.002462768,0.000352056,,,,
-0.024453,0.12309,-0.098636,-0.025483961,0.124768783,-0.099283842,-0.003179603,0.002530146,-0.012387524,,,,
-0.17238,0.14118,0.031198,-0.173410961,0.142858783,0.030550158,-0.024773279,-0.005297732,0.004364358,,,,
-0.093786,0.10322,-0.0094291,-0.094816961,0.104898783,-0.010076942,-0.009946184,0.000955465,-0.001057059,,,,
0.16035,0.077828,-0.23818,0.159319039,0.079506783,-0.238827842,0.012666944,-0.038049822,-0.018988433,,,,
0.23006,0.052055,-0.28211,0.229029039,0.053733783,-0.282757842,0.012306597,-0.064759757,-0.015193649,,,,
0.08216,-0.050939,-0.031221,0.081129039,-0.049260217,-0.031868842,-0.003996434,-0.002585489,0.001569866,,,,
0.014764,0.11302,-0.12778,0.013733039,0.114698783,-0.128427842,0.001575163,-0.001763705,-0.014730517,,,,
-0.10023,-0.014084,0.11431,-0.101260961,-0.012405217,0.113662158,0.001256164,-0.011509539,-0.001410004,,,,
0.04108,-0.11234,0.071255,0.040049039,-0.110661217,0.070607158,-0.004431875,0.002827749,-0.007813474,,,,
0.11249,0.060146,-0.17264,0.111459039,0.061824783,-0.173287842,0.006890931,-0.019314496,-0.010713483,,,,
-0.058365,0.034922,0.023443,-0.059395961,0.036600783,0.022795158,-0.002173939,-0.00135394,0.000834321,,,,
-0.1074,-0.22101,0.3284,-0.108430961,-0.219331217,0.327752158,0.023782295,-0.035538481,-0.07188628,,,,
-0.273,0.037271,0.23573,-0.274030961,0.038949783,0.235082158,-0.010673446,-0.06441979,0.009156399,,,,
0.044525,-0.065707,0.021182,0.043494039,-0.064028217,0.020534158,-0.002784846,0.000893113,-0.001314766,,,,
-0.072534,0.055963,0.016572,-0.073564961,0.057641783,0.015924158,-0.004240416,-0.00117146,0.000917897,,,,
0.051149,-0.32128,0.27014,0.050118039,-0.319601217,0.269492158,-0.016017786,0.013506419,-0.086130022,,,,
-0.24031,0.14974,0.090565,-0.241340961,0.151418783,0.089917158,-0.036543555,-0.021700693,0.013615147,,,,
-0.084497,0.049935,0.034562,-0.085527961,0.051613783,0.033914158,-0.004414422,-0.002900609,0.001750438,,,,
-0.042181,0.068364,-0.026184,-0.043211961,0.070042783,-0.026831842,-0.003026686,0.001159457,-0.001879377,,,,
-0.098375,0.11636,-0.017981,-0.099405961,0.118038783,-0.018628842,-0.011733759,0.001851818,-0.002198926,,,,
0.049495,-0.066171,0.016675,0.048464039,-0.064492217,0.016027158,-0.003125553,0.000776741,-0.001033627,,,,
-0.069612,0.047864,0.021749,-0.070642961,0.049542783,0.021101158,-0.003499849,-0.001490648,0.00104541,,,,
-0.024062,-0.030231,0.054293,-0.025092961,-0.028552217,0.053645158,0.00071646,-0.001346116,-0.001531688,,,,
-0.057559,0.064266,-0.0067078,-0.058589961,0.065944783,-0.007355642,-0.003863702,0.000430967,-0.000485066,,,,
-0.12689,-0.00027754,0.12717,-0.127920961,0.001401243,0.126522158,-0.000179248,-0.016184836,0.000177288,,,,
-0.15322,0.11839,0.034838,-0.154250961,0.120068783,0.034190158,-0.018520725,-0.005273865,0.004105171,,,,
0.033887,-0.073753,0.039865,0.032856039,-0.072074217,0.039217158,-0.002368073,0.00128852,-0.002826546,,,,
0.050781,-0.12388,0.073102,0.049750039,-0.122201217,0.072454158,-0.006079515,0.003604597,-0.008853986,,,,
-0.014629,0.0077279,0.0069015,-0.015659961,0.009406683,0.006253658,-0.000147308,-9.79E-05,5.88E-05,,,,
0.088285,0.10836,-0.19664,0.087254039,0.110038783,-0.197287842,0.009601328,-0.017214161,-0.021709314,,,,
-0.04764,0.14878,-0.10114,-0.048670961,0.150458783,-0.101787842,-0.007322974,0.004954112,-0.015314875,,,,
-0.067937,-0.051644,0.11958,-0.068967961,-0.049965217,0.118932158,0.003445999,-0.008202508,-0.005942471,,,,
0.007448,0.08289,-0.090338,0.006417039,0.084568783,-0.090985842,0.000542681,-0.00058386,-0.007694562,,,,
-0.10345,0.013032,0.090419,-0.104480961,0.014710783,0.089771158,-0.001536997,-0.009379377,0.001320604,,,,
0.021578,-0.057643,0.036065,0.020547039,-0.055964217,0.035417158,-0.001149899,0.000727718,-0.001982094,,,,
0.025931,-0.042491,0.01656,0.024900039,-0.040812217,0.015912158,-0.001016226,0.000396213,-0.00064941,,,,
0.055652,-0.070005,0.014353,0.054621039,-0.068326217,0.013705158,-0.003732049,0.00074859,-0.000936422,,,,
-0.010236,0.028401,-0.018165,-0.011266961,0.030079783,-0.018812842,-0.000338908,0.000211964,-0.000565886,,,,
0.00077131,-0.01579,0.015019,-0.000259651,-0.014111217,0.014371158,3.66E-06,-3.73E-06,-0.000202795,,,,
-0.063661,0.017446,0.046215,-0.064691961,0.019124783,0.045567158,-0.00123722,-0.002947829,0.000871462,,,,
-0.0016327,0.02325,-0.021618,-0.002663661,0.024928783,-0.022265842,-6.64E-05,5.93E-05,-0.00055506,,,,
-0.038008,-0.0086169,0.046625,-0.039038961,-0.006938117,0.045977158,0.000270857,-0.0017949,-0.000318995,,,,
-0.091489,0.067132,0.024357,-0.092519961,0.068810783,0.023709158,-0.006366371,-0.00219357,0.001631446,,,,
0.037112,-0.014048,-0.023064,0.036081039,-0.012369217,-0.023711842,-0.000446294,-0.000855548,0.000293297,,,,
-0.01468,0.040121,-0.025441,-0.015710961,0.041799783,-0.026088842,-0.000656715,0.000409881,-0.001090508,,,,
-0.040132,0.054391,-0.014259,-0.041162961,0.056069783,-0.014906842,-0.002307998,0.00061361,-0.000835823,,,,
-0.04869,0.0035625,0.045127,-0.049720961,0.005241283,0.044479158,-0.000260602,-0.002211546,0.000233128,,,,
0.011438,-0.01116,-0.00027825,0.010407039,-0.009481217,-0.000926092,-9.87E-05,-9.64E-06,8.78E-06,,,,
0.045563,-0.091936,0.046373,0.044532039,-0.090257217,0.045725158,-0.004019338,0.002036235,-0.004127025,,,,
-0.020502,0.0066151,0.013887,-0.021532961,0.008293883,0.013239158,-0.000178592,-0.000285078,0.000109804,,,,
-0.025292,-0.016136,0.041428,-0.026322961,-0.014457217,0.040780158,0.000380557,-0.001073454,-0.000589568,,,,
0.049467,0.029638,-0.079105,0.048436039,0.031316783,-0.079752842,0.001516861,-0.003862912,-0.002497602,,,,
0.050755,0.0050858,-0.055841,0.049724039,0.006764583,-0.056488842,0.000336362,-0.002808853,-0.000382123,,,,
0.068284,-0.19254,0.12426,0.067253039,-0.190861217,0.123612158,-0.012835997,0.008313293,-0.023592767,,,,
0.015714,-0.0078273,-0.0078865,0.014683039,-0.006148517,-0.008534342,-9.03E-05,-0.00012531,5.25E-05,,,,
0.014096,0.0087948,-0.022891,0.013065039,0.010473583,-0.023538842,0.000136838,-0.000307536,-0.000246536,,,,
-0.02853,0.089711,-0.061182,-0.029560961,0.091389783,-0.061829842,-0.00270157,0.00182775,-0.005650616,,,,
-0.0070103,0.084161,-0.077151,-0.008041261,0.085839783,-0.077798842,-0.00069026,0.000625601,-0.006678236,,,,
-0.036258,0.022609,0.013649,-0.037288961,0.024287783,0.013001158,-0.000905666,-0.0004848,0.000315769,,,,
0.0017035,-0.072563,0.070859,0.000672539,-0.070884217,0.070211158,-4.77E-05,4.72E-05,-0.004976863,,,,
0.010355,0.1531,-0.16346,0.009324039,0.154778783,-0.164107842,0.001443163,-0.001530148,-0.025400412,,,,
-0.010474,0.12037,-0.1099,-0.011504961,0.122048783,-0.110547842,-0.001404166,0.001271849,-0.01349223,,,,
-0.088265,0.063304,0.024961,-0.089295961,0.064982783,0.024313158,-0.0058027,-0.002171067,0.001579937,,,,
-0.021611,-0.033429,0.05504,-0.022641961,-0.031750217,0.054392158,0.000718887,-0.001231545,-0.001726963,,,,
-0.24113,-0.01619,0.25732,-0.242160961,-0.014511217,0.256672158,0.00351405,-0.062155976,-0.003724625,,,,
-0.035121,0.15416,-0.11904,-0.036151961,0.155838783,-0.119687842,-0.005633878,0.00432695,-0.018652008,,,,
0.080386,0.063775,-0.14416,0.079355039,0.065453783,-0.144807842,0.005194088,-0.011491232,-0.009478221,,,,
0.0375,0.070508,-0.10801,0.036469039,0.072186783,-0.108657842,0.002632583,-0.003962647,-0.00784366,,,,
0.19802,0.075761,-0.27378,0.196989039,0.077439783,-0.274427842,0.015254788,-0.054059277,-0.021251633,,,,
-0.082098,-0.047024,0.12912,-0.083128961,-0.045345217,0.128472158,0.003769501,-0.010679757,-0.005825598,,,,
0.095785,-0.061769,-0.034017,0.094754039,-0.060090217,-0.034664842,-0.005693791,-0.003284634,0.002083018,,,,
-0.11873,0.037588,0.081144,-0.119760961,0.039266783,0.080496158,-0.004702628,-0.009640297,0.003160825,,,,
-0.0081713,-0.17397,0.18214,-0.009202261,-0.172291217,0.181492158,0.001585469,-0.001670138,-0.031269505,,,,
